@context,@type,name,brand,sku,mpn,description,url,image,itemCondition,offers,price,priceCurrency,availability,priceValidUntil,gtin14,date
https://schema.org,Offer,Himalayan Garlic (Price per 250gms),"{'@type': 'Brand', 'name': 'FFG'}",,,"
 Health Benefits of Himalayan Single Clove Garlic-:

Reduces High Cholesterol Levels
Cures Cold &amp; Cough
Helps Fight Cancer 
Fights Diabetes
Cures Heart Disease &amp; High Blood Pressure
",https://fastandfresh.in/products/himalayan-garlic-price-per-250gms?variant=37979546255551,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/garlic_kashmir-removebg-preview_500x.png?v=1610700756,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '78.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/himalayan-garlic-price-per-250gms?variant=37979546255551', 'sku': '', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",78.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Honeydew Melon (Price per pcs Approx. 500gms to 600gms),"{'@type': 'Brand', 'name': 'FFG'}",HON1,,"Health Benefits of Honey-dew melon that you must know-:


Muskmelon promoted hair growth 


Muskmelon may support the vision and eye health 


Muskmelon may boost immunity


Muskmelon for beautiful-looking skin 


Muskmelon may help combat stress 

",https://fastandfresh.in/products/honeydew-melon-price-per-pcs-approx-500gms-to-600gms?variant=37929126133951,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/Honeydew-melon_500x.jpg?v=1609992531,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '40.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/honeydew-melon-price-per-pcs-approx-500gms-to-600gms?variant=37929126133951', 'sku': 'HON1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",40.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Imported Pears (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",IM1,,"Here are impressive health benefits of pears-:


May promote gut health


Have anti-inflammatory properties


Linked to a lower risk of diabetes


May boost heart health

",https://fastandfresh.in/products/pears-imported?variant=32606825250904,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/pearsimported_500x.jpg?v=1593016112,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '105.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/pears-imported?variant=32606825250904', 'sku': 'IM1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",105.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Jimikand / Yam (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",JI1,,"Benefits Of  Yam (Jimikand)-:


Lowering Cholesterol


Anticoagulant and Anti-inflammatory


Slow down ageing


Control Diabetes


Detoxification

",https://fastandfresh.in/products/jimikand-yam-price-per-500-gms?variant=32893167829080,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/YAM_500x.jpg?v=1598459405,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '15.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/jimikand-yam-price-per-500-gms?variant=32893167829080', 'sku': 'JI1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",15.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kachalu (Price per 500gms),"{'@type': 'Brand', 'name': 'FFG'}",KAC1,,"Here are 7 health benefits of KACHALU .

Rich in Fiber and Other Important Nutrients. 
May Help Control Blood Sugar. 
May Reduce Your Risk of Heart Disease. 
May Offer Anticancer Properties. 
May Help You Lose Weight. 
",https://fastandfresh.in/products/kachalu-price-per-500gms?variant=33238537830488,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KACHALOO01_500x.jpg?v=1598459426,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '16.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kachalu-price-per-500gms?variant=33238537830488', 'sku': 'KAC1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",16.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kaffir Lime leaves Thai (Price per 100gms),"{'@type': 'Brand', 'name': 'FFG'}",LEM1,,"Incredible Health Benefits of Lemon leaves-:



Stress, Stress Go Away


Bad Breath No More


No Bacteria Allowed


Get Healthy, Glowing Skin

",https://fastandfresh.in/products/lemon-leaves-thai-price-per-100gms?variant=33316155654232,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/LEMONLEAVES_500x.jpg?v=1599669053,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '82.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lemon-leaves-thai-price-per-100gms?variant=33316155654232', 'sku': 'LEM1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",82.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kale Leaves (Price per 250gms),"{'@type': 'Brand', 'name': 'FFG'}",KA1,,"Kale Health Benefits-:


Vitamin A (important for eye and bone health and a strong immune system), vitamin C (aids in cold and chronic disease prevention), and vitamin K (good for blood clotting and bone building)


Folate, a B vitamin that's key for brain development.

Alpha-linolenic acid, an omega-3 fatty acid.
",https://fastandfresh.in/products/kale-leaves-price-per-250gms?variant=37499506491583,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KALE_LEAVES-removebg-preview_450x.png?v=1604907137,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '20.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kale-leaves-price-per-250gms?variant=37499506491583', 'sku': 'KA1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",20.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kamal Kakdi (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",KAM1,,"Kamal Kakdi, also known as Lotus Root has many medicinal benefits -


It Boosts Digestion, has high amounts of dietary fiber, which helps boost digestion and helps in weight loss.....



Regulates Blood Pressure and Reduces Stress...



Is Good for Your Skin and Hair. ...


Prevents Water Retention.

",https://fastandfresh.in/products/kamal-kakdi-price-per-500gms?variant=33179972796504,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/20200725_110032_500x.jpg?v=1598459420,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '44.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kamal-kakdi-price-per-500gms?variant=33179972796504', 'sku': 'KAM1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",44.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Karela (Price per 250 gms),"{'@type': 'Brand', 'name': 'FFG'}",KA3,,"
Here are some karela benefits that you need to look out for:



Helps in maintaining blood sugar levels


Lowers bad cholesterol levels


For glowing skin and lustrous hair


Boosts your immune system

",https://fastandfresh.in/products/karela?variant=32604291137624,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KAREAL0101_500x.jpg?v=1596644899,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '19.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/karela?variant=32604291137624', 'sku': 'KA3', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",19.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kashmiri Haak Saag (Price per 500gms),"{'@type': 'Brand', 'name': 'FFG'}",KAS1,,"Health benefits of Kashmiri HAAKH ( Collard Greens )-:


Wonderfully nutritious collard leaves are very low in calories (provide only 30 calories per 100 g)


very good amount of soluble and insoluble dietary fiber that helps control LDL cholesterol levels and offer protection against hemorrhoids

",https://fastandfresh.in/products/kashmiri-haak-saag-price-per-500gms?variant=37602698723519,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KASHMIRIHAAKSAAG_500x.jpg?v=1606103825,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '24.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kashmiri-haak-saag-price-per-500gms?variant=37602698723519', 'sku': 'KAS1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",24.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kathal Cut Raw (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",KA4,,"Here Are  Incredible Benefits of Kathal-:


Helps in Curing Mental Stress and Skin Diseases


Prevents Anaemia


Healthy Hair and Good Eyesight


Prevents Indigestion

",https://fastandfresh.in/products/kathal-cut-price-per-500-gms?variant=32798170972248,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/Kathal_500x.jpg?v=1598459395,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '36.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kathal-cut-price-per-500-gms?variant=32798170972248', 'sku': 'KA4', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",36.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kinnow Juicy (Price per kg),"{'@type': 'Brand', 'name': 'FFG'}",KIN1,,"Know the health benefits of eating winter fruit ‘kinnow’-:


Boosts immune system


Detoxifies body


Lowers blood pressure


Balances cholesterol levels


Anti-aging

",https://fastandfresh.in/products/kinnow-juicy-price-per-kg?variant=37554187993279,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KINNOW_450x.jpg?v=1605680418,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '18.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kinnow-juicy-price-per-kg?variant=37554187993279', 'sku': 'KIN1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",18.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kiwi (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",KI1,,"Health Benefits of Kiwi-:


Helps treat asthma.


Aids digestion.


Boosts immune system.


Helps prevent sickness.


Manages blood pressure.


Reduces blood clotting.


Protects against vision loss.

",https://fastandfresh.in/products/kiwi?variant=32606825087064,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/kiwi_500x.jpg?v=1598459373,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '98.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kiwi?variant=32606825087064', 'sku': 'KI1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",98.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Knol Khol/Gaanth Gobhi (Price per 500gms),"{'@type': 'Brand', 'name': 'FFG'}",KNO1,,"Health benefits of knol-Khol-:


High in antioxidants


Promotes a healthy gut


May lower your risk of heart disease


Supports a healthy immune system

",https://fastandfresh.in/products/knol-khol-gaanth-gobhi-price-per-500gms?variant=33443215245400,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/KNOLKHOL_500x.jpg?v=1603345506,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '12.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/knol-khol-gaanth-gobhi-price-per-500gms?variant=33443215245400', 'sku': 'KNO1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",12.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Kundru (Price per 250 gms),"{'@type': 'Brand', 'name': 'FFG'}",KU1,,"Health Benefits Of Kundru -:



Kundru Gourd Prevents Obesity


Kundru Gourd for Fatigue


kundru Defends Nervous System


Kundru Improved Digestion



",https://fastandfresh.in/products/kundru-price-per-250?variant=32781134626904,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/IvyGourd_kundru_1_500x.jpg?v=1598459392,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '20.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/kundru-price-per-250?variant=32781134626904', 'sku': 'KU1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",20.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lady Finger / Bhindi (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",LA1,,"Here are amazing Lady Finger Benefits :


Bhindi Good for Eyes


Helps in production of RBC's


Lady Finger Benefits Immunity


Bhindi good for Diabetics

",https://fastandfresh.in/products/lady-finger?variant=32604291399768,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/ladyfinger_500x.jpg?v=1598459359,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '38.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lady-finger?variant=32604291399768', 'sku': 'LA1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",38.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lauki (Price per 500 gms),"{'@type': 'Brand', 'name': 'FFG'}",LA3,," incredible benefits of Lauki-:


Cools your body


Helps in weight loss.


Cures tummy troubles


Keep your heart healthy

",https://fastandfresh.in/products/lauki?variant=32604291432536,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/lauki_500x.jpg?v=1598459360,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '13.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lauki?variant=32604291432536', 'sku': 'LA3', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",13.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Leeks (Price per 250 gms),"{'@type': 'Brand', 'name': 'FFG'}",LE1,,"Why leeks are good to eat-:

They also contain minerals such as iron (which is important for red blood cells)



Leeks are also a good source of dietary fibre.



Leeks are a good source of vitamins A, C and K 


",https://fastandfresh.in/products/leeks-price-per-500gms?variant=32743532134488,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/leek_500x.jpg?v=1598459390,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '24.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/leeks-price-per-500gms?variant=32743532134488', 'sku': 'LE1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",24.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lemon / Nimbu (Price per 250 gms),"{'@type': 'Brand', 'name': 'FFG'}",LE2,,"Here are some benefit from lemon-:


It promotes hydration


It's a good source of vitamin C


It supports weight loss


It aids digestion

",https://fastandfresh.in/products/lemon-nimbu?variant=32604291465304,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/lemon_500x.jpg?v=1593016121,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '25.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lemon-nimbu?variant=32604291465304', 'sku': 'LE2', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",25.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lemon Grass  (Price per 100 Gms),"{'@type': 'Brand', 'name': 'FFG'}",LE3,,"
Wonderful Benefits of Lemongrass -:

Lemongrass might help prevent the growth of some bacteria and yeast
Lemongrass to relieve pain and swelling, reduce fever
Lemon grass have antioxidant properties.
",https://fastandfresh.in/products/lemon-grass-250-gms?variant=33066358276184,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/LEMONGRASS_500x.jpg?v=1598459411,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '10.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lemon-grass-250-gms?variant=33066358276184', 'sku': 'LE3', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",10.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lettuce Green (Price per 250 gms),"{'@type': 'Brand', 'name': 'FFG'}",LE4,,A Green Leafy Lettuce were are growing on FFG Farms.,https://fastandfresh.in/products/lettuce-green-price-per-500-gms?variant=32839131463768,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/lettuce-green-500x500_500x.jpg?v=1598459397,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '16.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lettuce-green-price-per-500-gms?variant=32839131463768', 'sku': 'LE4', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",16.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lettuce Iceburg (Price per 500gms),"{'@type': 'Brand', 'name': 'FFG'}",LE5,,"
Benefits of Iceberg Lettuce -:

Although it's low in fiber, it has a high water content


calcium, potassium, vitamin C, and folate. 

Daily requirements for several vitamins and minerals.

",https://fastandfresh.in/products/lettuce-iceburg?variant=32604291498072,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/lettuceiceberg_500x.jpg?v=1598459361,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '80.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lettuce-iceburg?variant=32604291498072', 'sku': 'LE5', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",80.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Lettuce Rocket leaves/Arugula (Price per 100gms),"{'@type': 'Brand', 'name': 'FFG'}",LET4,,"What are the benefits of arugula-:

Calcium, which helps the blood to clot normally. ...
Potassium, a mineral and an electrolyte that's vital for heart and nerve function. ...

Folate, a B vitamin. ...


Vitamin C, a powerful antioxidant that helps support the immune system. ...


Vitamin K, which helps with blood coagulation.


",https://fastandfresh.in/products/lettuce-rocket-leaves-arugula-price-per-250gms?variant=33322785177688,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/rocket-leaves_500x.jpg?v=1600878913,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '25.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/lettuce-rocket-leaves-arugula-price-per-250gms?variant=33322785177688', 'sku': 'LET4', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",25.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Mango Safeda (Price per Kg),"{'@type': 'Brand', 'name': 'FFG'}",MA9,,"


Contains Folic Acid, Vitamin C, Vitamin K, . Folic acid and Vitamin C act as a powerful antioxidants and also helps formation of collagen that is responsible for skin and hair health.


",https://fastandfresh.in/products/mango-safeda-price-per-kg?variant=32635282849880,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/mango_500x.jpg?v=1593016130,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '320.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/mango-safeda-price-per-kg?variant=32635282849880', 'sku': 'MA9', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",320.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Melon Japanese (Price Approx. 1kg to 1.5kg),"{'@type': 'Brand', 'name': 'FFG'}",MEL1,,"Health Benefits of Melon Japanese-:

Helps Maintain Blood Sugar Levels. ...
Improves Heart Health. ...
Improves Immune System Health. ...
Cleanses the Liver. ...
Aids in Weight Loss. ...
Improves Skin and Hair Health.
",https://fastandfresh.in/products/melon-japanese-price-approx-1kg-to-1-5kg?variant=37674550526143,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/melonjapanese_500x.png?v=1606878563,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '1085.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/melon-japanese-price-approx-1kg-to-1-5kg?variant=37674550526143', 'sku': 'MEL1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",1085.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Methi Leaves/Fenugreek (Price per 250gms),"{'@type': 'Brand', 'name': 'FFG'}",MET1,,"Methi/Fenugreek: An Herb with Impressive Health Benefits-:


Cholesterol levels. Some evidence indicates that fenugreek can lower cholesterol and triglyceride levels.


Appetite control. So far, 3 studies show a reduction in fat intake and appetite.

",https://fastandfresh.in/products/methi-leaves-fenugreek-price-per-250gms?variant=33316215619672,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/Methi_500x.jpg?v=1599669055,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '9.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/methi-leaves-fenugreek-price-per-250gms?variant=33316215619672', 'sku': 'MET1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",9.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Micro Greens Amaranths (Price per pkt Approx. 20gms),"{'@type': 'Brand', 'name': 'FFG'}",MIC1,,"Amaranth Is Highly Nutritious-:
Amaranth is a good source of health-promoting antioxidants.



Calories: 251



Protein: 9.3 grams



Carbs: 46 grams



Fat: 5.2 grams



Amaranth is high in protein and fiber, both of which can aid your weight loss efforts.


",https://fastandfresh.in/products/micro-greens-amaranths-price-per-pkt-approx-20gms?variant=37783771513023,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/MICROGREENAMRENTHUSRED_500x.png?v=1608189886,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '199.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/micro-greens-amaranths-price-per-pkt-approx-20gms?variant=37783771513023', 'sku': 'MIC1', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",199.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Micro Greens Cress (Price per pkt Approx. 20gms),"{'@type': 'Brand', 'name': 'FFG'}",MIC5,,"Impressive Health Benefits of Cress-:

Packed with Nutrients, Particularly Vitamin K. 

High Antioxidant Content May Lower Your Risk of Chronic Diseases.

Contains Compounds That May Prevent Certain Types of Cancer. 
Beneficial for Heart Health in Many Impressive Ways. 
Mineral and Vitamin K Contents Protect Against Osteoporosis.

",https://fastandfresh.in/products/micro-greens-cress-price-per-pkt-approx-20gms?variant=37784008458431,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/CressMicrogreen_500x.png?v=1608193205,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '199.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/micro-greens-cress-price-per-pkt-approx-20gms?variant=37784008458431', 'sku': 'MIC5', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",199.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Micro Greens Musturd leaves (Price per pkt Approx. 50gms),"{'@type': 'Brand', 'name': 'FFG'}",MIC3,,"


Benefits of mustard micro-greens-:


Mustard greens are full of great peppery, rich flavour, yet so light in calories, you can eat as much as you want.



 Mustard microgreens is dense with protein, fibre, folate, calcium, iron. * These microgreens are capable for fighting with diabetes and other lifestyle conditions. 


",https://fastandfresh.in/products/micro-greens-musturd-leaves-price-per-pkt-approx-50gms?variant=37783893049535,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/MUSTURD_500x.png?v=1608191040,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '199.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/micro-greens-musturd-leaves-price-per-pkt-approx-50gms?variant=37783893049535', 'sku': 'MIC3', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",199.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
https://schema.org,Offer,Micro Greens Radish (Price per pkt Approx. 50gms),"{'@type': 'Brand', 'name': 'FFG'}",MIC4,,"Healthiest and Tastiest Microgreens to Eat and Grow-:

They contain vitamins A, B, C, E, and K, they also deliver calcium iron, magnesium, phosphorus, potassium, and zinc. But that's not all.
The antioxidants present in microgreens help to reduce the stress that can prevent sugar from properly entering cells.
Radish microgreens containing antioxidant-rich components like a high concentration of polyphenols, causing helps to reduce Alzheimer’s disease risk.
",https://fastandfresh.in/products/micro-greens-radish-price-per-pkt-approx-50gms?variant=37783950196927,https://cdn.shopify.com/s/files/1/0279/6876/6040/products/RADSIH_500x.png?v=1608191721,https://schema.org/NewCondition,"[{'@type': 'Offer', 'price': '199.00', 'priceCurrency': 'INR', 'itemCondition': 'https://schema.org/NewCondition', 'url': 'https://fastandfresh.in/products/micro-greens-radish-price-per-pkt-approx-50gms?variant=37783950196927', 'sku': 'MIC4', 'mpn': '', 'availability': 'https://schema.org/InStock', 'priceValidUntil': '2021-02-19', 'gtin14': ''}]",199.00,INR,https://schema.org/InStock,2021-02-19,,2021-01-20
